lineup_id,participant_id,nplots,vis,rep,detected
L056,P11246,8,boxplot,107,yes
L056,P5811,8,boxplot,108,yes
L056,P14160,8,boxplot,109,no
L056,P18683,8,boxplot,110,yes
L056,P1160,8,boxplot,111,no
L056,P4182,8,boxplot,112,yes
L056,P15280,8,boxplot,113,no
L056,P7438,8,boxplot,114,yes
L056,P16051,8,boxplot,115,no
L056,P4785,8,boxplot,116,yes
L056,P12221,8,boxplot,117,no
L056,P20511,8,boxplot,118,yes
L056,P18529,8,boxplot,119,yes
L056,P17681,8,boxplot,120,no
L057,P5880,8,dotplot,1,yes
L057,P1265,8,dotplot,2,yes
L057,P2515,8,dotplot,3,yes
L057,P21587,8,dotplot,4,no
L057,P4879,8,dotplot,5,no
L057,P11575,8,dotplot,6,yes
L057,P1961,8,dotplot,7,yes
L057,P19657,8,dotplot,8,no
L057,P12489,8,dotplot,9,yes
L057,P9552,8,dotplot,10,no
L057,P12009,8,dotplot,11,yes
L057,P4563,8,dotplot,12,no
L057,P19543,8,dotplot,13,yes
L057,P11194,8,dotplot,14,yes
L057,P18247,8,dotplot,15,yes
L057,P18661,8,dotplot,16,yes
L057,P15576,8,dotplot,17,no
L057,P13954,8,dotplot,18,no
L057,P12555,8,dotplot,19,yes
L057,P19735,8,dotplot,20,yes
L057,P13461,8,dotplot,21,yes
L057,P19320,8,dotplot,22,yes
L057,P888,8,dotplot,23,no
L057,P1032,8,dotplot,24,yes
L057,P17502,8,dotplot,25,yes
L057,P8112,8,dotplot,26,yes
L057,P16678,8,dotplot,27,no
L057,P4022,8,dotplot,28,yes
L057,P18443,8,dotplot,29,no
L057,P19652,8,dotplot,30,yes
L057,P8599,8,dotplot,31,yes
L057,P21103,8,dotplot,32,yes
L057,P1223,8,dotplot,33,yes
L057,P13680,8,dotplot,34,yes
L057,P1248,8,dotplot,35,no
L057,P18983,8,dotplot,36,yes
L057,P15287,8,dotplot,37,no
L057,P10511,8,dotplot,38,yes
L057,P15125,8,dotplot,39,no
L057,P21572,8,dotplot,40,yes
L057,P6960,8,dotplot,41,no
L057,P4031,8,dotplot,42,yes
L057,P1692,8,dotplot,43,yes
L057,P10091,8,dotplot,44,no
L057,P16776,8,dotplot,45,no
L057,P1255,8,dotplot,46,yes
L057,P7112,8,dotplot,47,yes
L057,P17189,8,dotplot,48,yes
L057,P12589,8,dotplot,49,no
L057,P4747,8,dotplot,50,yes
L057,P18606,8,dotplot,51,no
L057,P21503,8,dotplot,52,no
L057,P8176,8,dotplot,53,yes
L057,P538,8,dotplot,54,yes
L057,P11952,8,dotplot,55,yes
L057,P1516,8,dotplot,56,yes
L057,P20942,8,dotplot,57,yes
L057,P13558,8,dotplot,58,no
L057,P11274,8,dotplot,59,yes
L057,P1001,8,dotplot,60,yes
L057,P7386,8,dotplot,61,no
L057,P17697,8,dotplot,62,no
L057,P9215,8,dotplot,63,yes
L057,P4698,8,dotplot,64,yes
L057,P14478,8,dotplot,65,yes
L057,P18729,8,dotplot,66,no
L057,P6829,8,dotplot,67,yes
L057,P20675,8,dotplot,68,no
L057,P441,8,dotplot,69,yes
L057,P6075,8,dotplot,70,yes
L057,P7417,8,dotplot,71,yes
L057,P8197,8,dotplot,72,yes
L057,P7816,8,dotplot,73,yes
L057,P2485,8,dotplot,74,yes
L057,P1033,8,dotplot,75,yes
L057,P6688,8,dotplot,76,yes
L057,P15154,8,dotplot,77,no
L057,P1103,8,dotplot,78,no
L057,P20973,8,dotplot,79,yes
L057,P14205,8,dotplot,80,no
L057,P13802,8,dotplot,81,yes
L057,P21310,8,dotplot,82,yes
L057,P19709,8,dotplot,83,yes
L057,P12673,8,dotplot,84,yes
L057,P20806,8,dotplot,85,no
L057,P5642,8,dotplot,86,no
L057,P17847,8,dotplot,87,no
L057,P4598,8,dotplot,88,yes
L057,P18456,8,dotplot,89,yes
L057,P18888,8,dotplot,90,yes
L057,P780,8,dotplot,91,no
L057,P070,8,dotplot,92,no
L057,P12342,8,dotplot,93,yes
L057,P21137,8,dotplot,94,yes
L057,P6727,8,dotplot,95,no
L057,P17220,8,dotplot,96,yes
L057,P12332,8,dotplot,97,yes
L057,P12781,8,dotplot,98,yes
L057,P1689,8,dotplot,99,yes
L057,P18562,8,dotplot,100,yes
L057,P17679,8,dotplot,101,yes
L057,P1262,8,dotplot,102,yes
L057,P285,8,dotplot,103,yes
L057,P2964,8,dotplot,104,no
L057,P8178,8,dotplot,105,yes
L057,P15888,8,dotplot,106,no
L057,P16030,8,dotplot,107,no
L057,P7157,8,dotplot,108,yes
L057,P11419,8,dotplot,109,yes
L057,P15024,8,dotplot,110,yes
L057,P21194,8,dotplot,111,no
L057,P19981,8,dotplot,112,yes
L057,P3217,8,dotplot,113,no
L057,P18861,8,dotplot,114,yes
L057,P2971,8,dotplot,115,no
L057,P14406,8,dotplot,116,no
L057,P9525,8,dotplot,117,no
L057,P17259,8,dotplot,118,no
L057,P14910,8,dotplot,119,yes
L057,P3821,8,dotplot,120,yes
L058,P20924,8,violin,1,yes
L058,P17403,8,violin,2,no
L058,P9565,8,violin,3,yes
L058,P17911,8,violin,4,yes
L058,P748,8,violin,5,yes
L058,P058,8,violin,6,yes
L058,P21560,8,violin,7,yes
L058,P17982,8,violin,8,yes
L058,P11026,8,violin,9,yes
L058,P8116,8,violin,10,no
L058,P17902,8,violin,11,yes
L058,P12474,8,violin,12,yes
L058,P594,8,violin,13,yes
L058,P19076,8,violin,14,yes
L058,P11473,8,violin,15,no
L058,P11998,8,violin,16,no
L058,P2588,8,violin,17,yes
L058,P2314,8,violin,18,no
L058,P11950,8,violin,19,no
L058,P2447,8,violin,20,yes
L058,P3278,8,violin,21,no
L058,P1442,8,violin,22,yes
L058,P2817,8,violin,23,yes
L058,P6759,8,violin,24,no
L058,P12599,8,violin,25,no
L058,P20275,8,violin,26,yes
L058,P10992,8,violin,27,yes
L058,P13267,8,violin,28,no
L058,P6731,8,violin,29,yes
L058,P16515,8,violin,30,yes
L058,P19151,8,violin,31,yes
L058,P9651,8,violin,32,yes
L058,P10694,8,violin,33,yes
L058,P8430,8,violin,34,no
L058,P12620,8,violin,35,no
L058,P13412,8,violin,36,no
L058,P15748,8,violin,37,no
L058,P14555,8,violin,38,no
L058,P15650,8,violin,39,no
L058,P2441,8,violin,40,no
L058,P5627,8,violin,41,no
L058,P10909,8,violin,42,no
L058,P13119,8,violin,43,no
L058,P7464,8,violin,44,no
L058,P7227,8,violin,45,no
L058,P12065,8,violin,46,yes
L058,P7264,8,violin,47,yes
L058,P6548,8,violin,48,no
L058,P21334,8,violin,49,no
L058,P16797,8,violin,50,yes
L058,P6435,8,violin,51,no
L058,P10217,8,violin,52,yes
L058,P6090,8,violin,53,yes
L058,P1945,8,violin,54,yes
L058,P16403,8,violin,55,no
L058,P13427,8,violin,56,no
L058,P8070,8,violin,57,no
L058,P14119,8,violin,58,yes
L058,P7806,8,violin,59,yes
L058,P13809,8,violin,60,yes
L058,P019,8,violin,61,no
L058,P19071,8,violin,62,yes
L058,P9895,8,violin,63,no
L058,P18567,8,violin,64,no
L058,P7205,8,violin,65,yes
L058,P1520,8,violin,66,yes
L058,P16149,8,violin,67,yes
L058,P8476,8,violin,68,no
L058,P1579,8,violin,69,no
L058,P13164,8,violin,70,yes
L058,P2184,8,violin,71,yes
L058,P18238,8,violin,72,yes
L058,P7152,8,violin,73,no
L058,P3795,8,violin,74,yes
L058,P14302,8,violin,75,no
L058,P8413,8,violin,76,no
L058,P7825,8,violin,77,yes
L058,P17024,8,violin,78,no
L058,P2129,8,violin,79,yes
L058,P16695,8,violin,80,yes
L058,P15742,8,violin,81,yes
L058,P3008,8,violin,82,yes
L058,P15585,8,violin,83,yes
L058,P20864,8,violin,84,yes
L058,P8698,8,violin,85,no
L058,P4134,8,violin,86,yes
L058,P14725,8,violin,87,no
L058,P756,8,violin,88,yes
L058,P4207,8,violin,89,yes
L058,P18597,8,violin,90,yes
L058,P7546,8,violin,91,no
L058,P16199,8,violin,92,yes
L058,P12898,8,violin,93,yes
L058,P7938,8,violin,94,no
L058,P12809,8,violin,95,no
L058,P4086,8,violin,96,yes
L058,P7858,8,violin,97,yes
L058,P17920,8,violin,98,yes
L058,P6066,8,violin,99,yes
L058,P10376,8,violin,100,yes
L058,P5181,8,violin,101,yes
L058,P5832,8,violin,102,yes
L058,P3024,8,violin,103,no
L058,P14251,8,violin,104,yes
L058,P11611,8,violin,105,yes
L058,P378,8,violin,106,yes
L058,P16599,8,violin,107,yes
L058,P10018,8,violin,108,no
L058,P12538,8,violin,109,yes
L058,P11128,8,violin,110,no
L058,P1145,8,violin,111,yes
L058,P18477,8,violin,112,no
L058,P817,8,violin,113,no
L058,P15617,8,violin,114,no
L058,P10049,8,violin,115,yes
L058,P18576,8,violin,116,yes
L058,P16565,8,violin,117,yes
L058,P19096,8,violin,118,yes
L058,P8211,8,violin,119,yes
L058,P21473,8,violin,120,no
L059,P20902,8,boxplot,1,no
L059,P2774,8,boxplot,2,no
L059,P9000,8,boxplot,3,no
L059,P15175,8,boxplot,4,no
L059,P18811,8,boxplot,5,yes
L059,P19988,8,boxplot,6,no
L059,P8565,8,boxplot,7,no
L059,P2131,8,boxplot,8,yes
L059,P15261,8,boxplot,9,no
L059,P4055,8,boxplot,10,yes
L059,P10688,8,boxplot,11,yes
L059,P5731,8,boxplot,12,yes
L059,P7971,8,boxplot,13,no
L059,P14086,8,boxplot,14,yes
L059,P19901,8,boxplot,15,yes
L059,P3979,8,boxplot,16,no
L059,P13928,8,boxplot,17,no
L059,P5633,8,boxplot,18,no
L059,P20584,8,boxplot,19,yes
L059,P5883,8,boxplot,20,yes
L059,P1633,8,boxplot,21,no
L059,P023,8,boxplot,22,yes
L059,P17970,8,boxplot,23,yes
L059,P21342,8,boxplot,24,no
L059,P6439,8,boxplot,25,yes
L059,P10753,8,boxplot,26,no
L059,P6603,8,boxplot,27,yes
L059,P20401,8,boxplot,28,yes
L059,P1424,8,boxplot,29,yes
L059,P20387,8,boxplot,30,no
L059,P20431,8,boxplot,31,no
L059,P19379,8,boxplot,32,yes
L059,P316,8,boxplot,33,yes
L059,P4236,8,boxplot,34,no
L059,P15214,8,boxplot,35,yes
L059,P9996,8,boxplot,36,no
L059,P8719,8,boxplot,37,no
L059,P12598,8,boxplot,38,yes
L059,P20481,8,boxplot,39,yes
L059,P11020,8,boxplot,40,yes
L059,P13385,8,boxplot,41,no
L059,P15408,8,boxplot,42,no
L059,P2286,8,boxplot,43,no
L059,P5846,8,boxplot,44,no
L059,P17956,8,boxplot,45,no
L059,P8298,8,boxplot,46,no
L059,P13185,8,boxplot,47,yes
L059,P4351,8,boxplot,48,no
L059,P8889,8,boxplot,49,no
L059,P11057,8,boxplot,50,no
L059,P20800,8,boxplot,51,yes
L059,P715,8,boxplot,52,no
L059,P16916,8,boxplot,53,yes
L059,P930,8,boxplot,54,no
L059,P18004,8,boxplot,55,yes
L059,P158,8,boxplot,56,yes
L059,P5329,8,boxplot,57,yes
L059,P10208,8,boxplot,58,no
L059,P19175,8,boxplot,59,no
L059,P14501,8,boxplot,60,no
L059,P15996,8,boxplot,61,yes
L059,P4856,8,boxplot,62,no
L059,P8827,8,boxplot,63,no
L059,P549,8,boxplot,64,yes
L059,P4674,8,boxplot,65,no
L059,P822,8,boxplot,66,yes
L059,P16434,8,boxplot,67,no
L059,P10967,8,boxplot,68,yes
L059,P5033,8,boxplot,69,yes
L059,P19911,8,boxplot,70,no
L059,P15692,8,boxplot,71,yes
L059,P6149,8,boxplot,72,no
L059,P14414,8,boxplot,73,yes
L059,P19836,8,boxplot,74,no
L059,P20152,8,boxplot,75,no
L059,P3153,8,boxplot,76,yes
L059,P5352,8,boxplot,77,no
L059,P7548,8,boxplot,78,no
L059,P20010,8,boxplot,79,yes
L059,P999,8,boxplot,80,no
L059,P3040,8,boxplot,81,no
L059,P15786,8,boxplot,82,yes
L059,P10009,8,boxplot,83,no
L059,P6547,8,boxplot,84,no
L059,P12027,8,boxplot,85,yes
L059,P17362,8,boxplot,86,yes
L059,P10773,8,boxplot,87,yes
L059,P4384,8,boxplot,88,no
L059,P256,8,boxplot,89,yes
L059,P9678,8,boxplot,90,no
L059,P11470,8,boxplot,91,no
L059,P10246,8,boxplot,92,yes
L059,P2220,8,boxplot,93,yes
L059,P2569,8,boxplot,94,yes
L059,P8243,8,boxplot,95,yes
L059,P8596,8,boxplot,96,yes
L059,P2159,8,boxplot,97,no
L059,P766,8,boxplot,98,no
L059,P9094,8,boxplot,99,no
L059,P3703,8,boxplot,100,no
L059,P8024,8,boxplot,101,no
L059,P19194,8,boxplot,102,yes
L059,P19018,8,boxplot,103,yes
L059,P13867,8,boxplot,104,yes
L059,P4260,8,boxplot,105,yes
L059,P15273,8,boxplot,106,yes
L059,P11845,8,boxplot,107,yes
L059,P3755,8,boxplot,108,yes
L059,P10393,8,boxplot,109,no
L059,P2728,8,boxplot,110,yes
L059,P16218,8,boxplot,111,yes
L059,P13662,8,boxplot,112,no
L059,P21130,8,boxplot,113,yes
L059,P13465,8,boxplot,114,yes
L059,P21043,8,boxplot,115,no
L059,P1338,8,boxplot,116,yes
L059,P10040,8,boxplot,117,no
L059,P1399,8,boxplot,118,yes
L059,P3307,8,boxplot,119,yes
L059,P5261,8,boxplot,120,no
L060,P614,8,dotplot,1,yes
L060,P3650,8,dotplot,2,no
L060,P6904,8,dotplot,3,no
L060,P114,8,dotplot,4,yes
L060,P785,8,dotplot,5,yes
L060,P18581,8,dotplot,6,yes
L060,P10239,8,dotplot,7,no
L060,P13361,8,dotplot,8,no
L060,P17275,8,dotplot,9,yes
L060,P15215,8,dotplot,10,yes
L060,P10416,8,dotplot,11,no
L060,P2777,8,dotplot,12,yes
L060,P14276,8,dotplot,13,yes
L060,P14600,8,dotplot,14,no
L060,P1061,8,dotplot,15,yes
L060,P2924,8,dotplot,16,yes
L060,P18982,8,dotplot,17,yes
L060,P5551,8,dotplot,18,yes
L060,P862,8,dotplot,19,yes
L060,P7076,8,dotplot,20,no
L060,P13722,8,dotplot,21,no
L060,P11996,8,dotplot,22,yes
L060,P15756,8,dotplot,23,no
L060,P16930,8,dotplot,24,no
L060,P11585,8,dotplot,25,yes
L060,P15174,8,dotplot,26,yes
L060,P7831,8,dotplot,27,yes
L060,P026,8,dotplot,28,yes
L060,P17112,8,dotplot,29,no
L060,P5237,8,dotplot,30,yes
L060,P19460,8,dotplot,31,no
L060,P5498,8,dotplot,32,yes
L060,P10314,8,dotplot,33,yes
L060,P14802,8,dotplot,34,no
L060,P17618,8,dotplot,35,no
L060,P21600,8,dotplot,36,no
L060,P4520,8,dotplot,37,no
L060,P10905,8,dotplot,38,yes
L060,P12456,8,dotplot,39,no
L060,P1995,8,dotplot,40,no
L060,P7187,8,dotplot,41,no
L060,P707,8,dotplot,42,yes
L060,P15644,8,dotplot,43,yes
L060,P19766,8,dotplot,44,no
L060,P16951,8,dotplot,45,no
L060,P15977,8,dotplot,46,yes
L060,P21142,8,dotplot,47,no
L060,P9515,8,dotplot,48,yes
L060,P18352,8,dotplot,49,no
L060,P14360,8,dotplot,50,no
L060,P3616,8,dotplot,51,no
L060,P11736,8,dotplot,52,yes
L060,P16622,8,dotplot,53,yes
L060,P9687,8,dotplot,54,no
L060,P6967,8,dotplot,55,yes
L060,P5216,8,dotplot,56,no
L060,P14366,8,dotplot,57,no
L060,P15269,8,dotplot,58,yes
L060,P10759,8,dotplot,59,yes
L060,P8115,8,dotplot,60,no
L060,P6583,8,dotplot,61,no
L060,P6033,8,dotplot,62,yes
L060,P19089,8,dotplot,63,no
L060,P19113,8,dotplot,64,no
L060,P11559,8,dotplot,65,yes
L060,P13305,8,dotplot,66,no
L060,P5763,8,dotplot,67,yes
L060,P147,8,dotplot,68,yes
L060,P6314,8,dotplot,69,yes
L060,P3112,8,dotplot,70,yes
L060,P13766,8,dotplot,71,yes
L060,P11707,8,dotplot,72,no
L060,P7459,8,dotplot,73,no
L060,P20118,8,dotplot,74,yes
L060,P7896,8,dotplot,75,no
L060,P3042,8,dotplot,76,yes
L060,P12578,8,dotplot,77,no
L060,P6613,8,dotplot,78,yes
L060,P2724,8,dotplot,79,yes
L060,P148,8,dotplot,80,yes
L060,P6048,8,dotplot,81,no
L060,P13693,8,dotplot,82,yes
L060,P5088,8,dotplot,83,yes
L060,P5621,8,dotplot,84,yes
L060,P13983,8,dotplot,85,yes
L060,P8467,8,dotplot,86,no
L060,P9199,8,dotplot,87,yes
L060,P15646,8,dotplot,88,yes
L060,P2912,8,dotplot,89,yes
L060,P15862,8,dotplot,90,yes
L060,P8443,8,dotplot,91,yes
L060,P17863,8,dotplot,92,yes
L060,P8777,8,dotplot,93,yes
L060,P18388,8,dotplot,94,no
L060,P061,8,dotplot,95,yes
L060,P3043,8,dotplot,96,yes
L060,P15172,8,dotplot,97,no
L060,P2473,8,dotplot,98,no
L060,P7342,8,dotplot,99,no
L060,P13797,8,dotplot,100,no
L060,P2979,8,dotplot,101,yes
L060,P6213,8,dotplot,102,yes
L060,P19224,8,dotplot,103,yes
L060,P5927,8,dotplot,104,no
L060,P19337,8,dotplot,105,no
L060,P5153,8,dotplot,106,no
L060,P5446,8,dotplot,107,yes
L060,P19553,8,dotplot,108,no
L060,P21082,8,dotplot,109,no
L060,P10306,8,dotplot,110,no
L060,P10691,8,dotplot,111,yes
L060,P11638,8,dotplot,112,yes
L060,P8073,8,dotplot,113,yes
L060,P10784,8,dotplot,114,yes
L060,P17640,8,dotplot,115,no
L060,P15584,8,dotplot,116,no
L060,P10748,8,dotplot,117,no
L060,P2965,8,dotplot,118,no
L060,P19720,8,dotplot,119,yes
L060,P18233,8,dotplot,120,yes
L061,P19649,12,violin,1,no
L061,P15931,12,violin,2,no
L061,P4680,12,violin,3,no
L061,P20083,12,violin,4,yes
L061,P274,12,violin,5,yes
L061,P5030,12,violin,6,yes
L061,P20350,12,violin,7,yes
L061,P8439,12,violin,8,yes
L061,P1235,12,violin,9,no
L061,P5654,12,violin,10,yes
L061,P3529,12,violin,11,yes
L061,P17585,12,violin,12,yes
L061,P15937,12,violin,13,yes
L061,P13919,12,violin,14,yes
L061,P4477,12,violin,15,yes
L061,P12775,12,violin,16,yes
L061,P12533,12,violin,17,yes
L061,P5897,12,violin,18,yes
L061,P9659,12,violin,19,yes
L061,P750,12,violin,20,yes
L061,P18107,12,violin,21,yes
L061,P2143,12,violin,22,yes
L061,P15579,12,violin,23,yes
L061,P10039,12,violin,24,yes
L061,P9412,12,violin,25,yes
L061,P1666,12,violin,26,no
L061,P10017,12,violin,27,no
L061,P15402,12,violin,28,yes
L061,P16716,12,violin,29,no
L061,P8156,12,violin,30,yes
L061,P16704,12,violin,31,no
L061,P16337,12,violin,32,yes
L061,P11495,12,violin,33,yes
L061,P14642,12,violin,34,no
L061,P5761,12,violin,35,no
L061,P13868,12,violin,36,no
L061,P16828,12,violin,37,no
L061,P8623,12,violin,38,no
L061,P5155,12,violin,39,no
L061,P14130,12,violin,40,yes
L061,P16902,12,violin,41,no
L061,P20249,12,violin,42,yes
L061,P6462,12,violin,43,yes
L061,P19758,12,violin,44,no
L061,P15201,12,violin,45,no
L061,P14632,12,violin,46,yes
L061,P4783,12,violin,47,yes
L061,P13634,12,violin,48,no
L061,P19683,12,violin,49,no
L061,P7817,12,violin,50,yes
L061,P6883,12,violin,51,no
L061,P1770,12,violin,52,yes
L061,P11229,12,violin,53,no
L061,P13889,12,violin,54,yes
L061,P18187,12,violin,55,no
L061,P9414,12,violin,56,yes
L061,P9061,12,violin,57,yes
L061,P4534,12,violin,58,yes
L061,P9848,12,violin,59,no
L061,P3066,12,violin,60,yes
L061,P8496,12,violin,61,no
L061,P21425,12,violin,62,yes
L061,P7015,12,violin,63,no
L061,P10468,12,violin,64,yes
L061,P5314,12,violin,65,no
L061,P13310,12,violin,66,no
L061,P20037,12,violin,67,no
L061,P1566,12,violin,68,yes
L061,P20291,12,violin,69,yes
L061,P19925,12,violin,70,no
L061,P14039,12,violin,71,no
L061,P16360,12,violin,72,no
L061,P18421,12,violin,73,yes
L061,P14885,12,violin,74,no
L061,P2388,12,violin,75,no
L061,P1332,12,violin,76,no
L061,P4897,12,violin,77,yes
L061,P18479,12,violin,78,yes
L061,P2760,12,violin,79,no
L061,P2915,12,violin,80,yes
L061,P17780,12,violin,81,yes
L061,P19312,12,violin,82,no
L061,P18753,12,violin,83,no
L061,P272,12,violin,84,yes
L061,P5049,12,violin,85,no
L061,P3591,12,violin,86,no
L061,P8127,12,violin,87,yes
L061,P9375,12,violin,88,yes
L061,P19284,12,violin,89,yes
L061,P153,12,violin,90,yes
L061,P6005,12,violin,91,yes
L061,P8689,12,violin,92,yes
L061,P2197,12,violin,93,no
L061,P19814,12,violin,94,no
L061,P7474,12,violin,95,no
L061,P7451,12,violin,96,yes
L061,P12829,12,violin,97,no
L061,P11492,12,violin,98,no
L061,P11027,12,violin,99,yes
L061,P12606,12,violin,100,no
L061,P10535,12,violin,101,no
L061,P4802,12,violin,102,yes
L061,P1364,12,violin,103,yes
L061,P17134,12,violin,104,no
L061,P17069,12,violin,105,no
L061,P15218,12,violin,106,yes
L061,P1647,12,violin,107,no
L061,P19000,12,violin,108,no
L061,P12852,12,violin,109,yes
L061,P16997,12,violin,110,yes
L061,P11166,12,violin,111,yes
L061,P21317,12,violin,112,no
L061,P17546,12,violin,113,yes
L061,P5510,12,violin,114,yes
L061,P19783,12,violin,115,no
L061,P19007,12,violin,116,yes
L061,P8892,12,violin,117,no
L061,P8494,12,violin,118,no
L061,P20501,12,violin,119,no
L061,P5517,12,violin,120,yes
L062,P9682,12,boxplot,1,yes
L062,P12381,12,boxplot,2,yes
L062,P11077,12,boxplot,3,no
L062,P1245,12,boxplot,4,yes
L062,P15831,12,boxplot,5,yes
L062,P14300,12,boxplot,6,no
L062,P15157,12,boxplot,7,no
L062,P15510,12,boxplot,8,yes
L062,P19226,12,boxplot,9,no
L062,P3782,12,boxplot,10,no
L062,P10721,12,boxplot,11,yes
L062,P20578,12,boxplot,12,yes
L062,P4748,12,boxplot,13,yes
L062,P10222,12,boxplot,14,no
L062,P16995,12,boxplot,15,no
L062,P9490,12,boxplot,16,no
L062,P2427,12,boxplot,17,no
L062,P8435,12,boxplot,18,no
L062,P13335,12,boxplot,19,yes
L062,P2814,12,boxplot,20,no
L062,P4998,12,boxplot,21,no
L062,P338,12,boxplot,22,no
L062,P1090,12,boxplot,23,yes
L062,P8090,12,boxplot,24,yes
L062,P18265,12,boxplot,25,no
L062,P445,12,boxplot,26,no
L062,P4800,12,boxplot,27,yes
L062,P18602,12,boxplot,28,yes
L062,P18793,12,boxplot,29,yes
L062,P12833,12,boxplot,30,yes
L062,P3770,12,boxplot,31,no
L062,P11376,12,boxplot,32,yes
L062,P9527,12,boxplot,33,no
L062,P16616,12,boxplot,34,no
L062,P17895,12,boxplot,35,yes
L062,P6848,12,boxplot,36,no
L062,P7514,12,boxplot,37,no
L062,P16795,12,boxplot,38,no
L062,P4458,12,boxplot,39,yes
L062,P14626,12,boxplot,40,no
L062,P17779,12,boxplot,41,no
L062,P15298,12,boxplot,42,no
L062,P10606,12,boxplot,43,no
L062,P1101,12,boxplot,44,no
L062,P20405,12,boxplot,45,yes
L062,P10884,12,boxplot,46,no
L062,P21356,12,boxplot,47,yes
L062,P7693,12,boxplot,48,no
L062,P18550,12,boxplot,49,yes
L062,P14469,12,boxplot,50,no
L062,P19990,12,boxplot,51,no
L062,P12326,12,boxplot,52,yes
L062,P2180,12,boxplot,53,yes
L062,P8688,12,boxplot,54,no
L062,P15137,12,boxplot,55,no
L062,P4398,12,boxplot,56,yes
L062,P001,12,boxplot,57,yes
L062,P19893,12,boxplot,58,yes
L062,P11298,12,boxplot,59,no
L062,P7256,12,boxplot,60,no
L062,P5637,12,boxplot,61,no
L062,P358,12,boxplot,62,no
L062,P5044,12,boxplot,63,yes
L062,P13923,12,boxplot,64,yes
L062,P18455,12,boxplot,65,yes
L062,P11795,12,boxplot,66,yes
L062,P5971,12,boxplot,67,no
L062,P16048,12,boxplot,68,no
L062,P8540,12,boxplot,69,no
L062,P16146,12,boxplot,70,no
L062,P3864,12,boxplot,71,no
L062,P19486,12,boxplot,72,yes
L062,P11147,12,boxplot,73,yes
L062,P10772,12,boxplot,74,no
L062,P11178,12,boxplot,75,no
L062,P9901,12,boxplot,76,no
L062,P17918,12,boxplot,77,no
L062,P12835,12,boxplot,78,no
L062,P21202,12,boxplot,79,no
L062,P4900,12,boxplot,80,yes
L062,P3610,12,boxplot,81,no
L062,P6708,12,boxplot,82,yes
L062,P14770,12,boxplot,83,yes
L062,P489,12,boxplot,84,no
L062,P17730,12,boxplot,85,yes
L062,P2570,12,boxplot,86,no
L062,P15574,12,boxplot,87,yes
L062,P3132,12,boxplot,88,no
L062,P6701,12,boxplot,89,no
L062,P20926,12,boxplot,90,no
L062,P1401,12,boxplot,91,no
L062,P14510,12,boxplot,92,no
L062,P21329,12,boxplot,93,no
L062,P564,12,boxplot,94,no
L062,P6527,12,boxplot,95,no
L062,P6889,12,boxplot,96,no
L062,P5747,12,boxplot,97,no
L062,P3364,12,boxplot,98,yes
L062,P501,12,boxplot,99,no
L062,P2941,12,boxplot,100,yes
L062,P12649,12,boxplot,101,yes
L062,P21585,12,boxplot,102,no
L062,P16613,12,boxplot,103,no
L062,P7093,12,boxplot,104,no
L062,P3614,12,boxplot,105,yes
L062,P13764,12,boxplot,106,no
L062,P10860,12,boxplot,107,no
L062,P8456,12,boxplot,108,no
L062,P21416,12,boxplot,109,yes
L062,P6114,12,boxplot,110,yes
L062,P18114,12,boxplot,111,yes
L062,P17025,12,boxplot,112,yes
L062,P5400,12,boxplot,113,no
L062,P6647,12,boxplot,114,no
L062,P1709,12,boxplot,115,no
L062,P4962,12,boxplot,116,no
L062,P11625,12,boxplot,117,no
L062,P4054,12,boxplot,118,yes
L062,P7468,12,boxplot,119,no
L062,P1930,12,boxplot,120,yes
L063,P558,12,dotplot,1,no
L063,P15556,12,dotplot,2,yes
L063,P4200,12,dotplot,3,yes
L063,P15625,12,dotplot,4,yes
L063,P9577,12,dotplot,5,yes
L063,P1680,12,dotplot,6,yes
L063,P9656,12,dotplot,7,yes
L063,P15181,12,dotplot,8,yes
L063,P719,12,dotplot,9,yes
L063,P12969,12,dotplot,10,yes
L063,P21213,12,dotplot,11,no
L063,P7462,12,dotplot,12,yes
L063,P8939,12,dotplot,13,no
L063,P5112,12,dotplot,14,yes
L063,P14097,12,dotplot,15,yes
L063,P19557,12,dotplot,16,yes
L063,P16217,12,dotplot,17,no
L063,P2816,12,dotplot,18,no
L063,P14710,12,dotplot,19,yes
L063,P662,12,dotplot,20,yes
L063,P6862,12,dotplot,21,yes
L063,P17926,12,dotplot,22,yes
L063,P6923,12,dotplot,23,no
L063,P3532,12,dotplot,24,yes
L063,P20137,12,dotplot,25,yes
L063,P4290,12,dotplot,26,no
L063,P18419,12,dotplot,27,yes
L063,P3708,12,dotplot,28,yes
L063,P3289,12,dotplot,29,yes
L063,P9138,12,dotplot,30,yes
L063,P21010,12,dotplot,31,yes
L063,P997,12,dotplot,32,yes
L063,P5323,12,dotplot,33,yes
L063,P13039,12,dotplot,34,no
L063,P17124,12,dotplot,35,yes
L063,P7039,12,dotplot,36,yes
L063,P7475,12,dotplot,37,no
L063,P1664,12,dotplot,38,no
L063,P20495,12,dotplot,39,no
L063,P1504,12,dotplot,40,yes
L063,P9793,12,dotplot,41,yes
L063,P4291,12,dotplot,42,yes
L063,P10980,12,dotplot,43,yes
L063,P139,12,dotplot,44,no
L063,P17241,12,dotplot,45,yes
L063,P5758,12,dotplot,46,yes
L063,P4573,12,dotplot,47,yes
